,0,1,2,3,4,5
79,0.8333333,0.83434224,0.0020700418,0.7063899,0.20015997,0.95820355
80,0.8333333,0.83479154,0.0020071988,0.6286093,0.40012,0.95728874
81,0.75,0.8004969,0.0466413,0.52656794,0.40012,0.94880605
82,0.6666666,0.6162248,0.38864732,0.0,0.40012,0.9040221
83,0.0,0.69486076,0.4093252,0.0,0.20015997,0.90565586
84,0.0,0.24799205,0.44136915,0.0,0.60008,0.9070708
85,0.0,0.41385368,0.3674342,0.6060807,0.40012,0.96095407
86,0.8333333,0.81764215,0.0045475764,0.5847726,0.40012,0.95555514
87,0.75,0.85648775,0.0029032193,0.6060807,0.40012,0.9557804
88,0.8333333,0.8663389,0.00094213785,0.81430465,0.40012,0.98031586
89,0.9166667,0.8363702,0.0060463124,0.81430465,0.40012,0.9752598
90,0.9166667,0.75012714,0.06763699,0.7063899,0.60008,0.96558684
91,0.8333333,0.7144935,0.09226584,0.6286093,0.40012,0.95510983
92,0.75,0.7327501,0.09546803,0.81430465,0.60008,0.98682857
93,0.9166667,0.8412845,0.0047977134,0.7063899,0.60008,0.9934856
94,0.8333333,0.80008817,0.028617257,0.0,1.0,0.89050984
95,0.0,0.6461395,0.3441145,0.7373871,0.60008,0.96340525
96,0.9166667,0.81972986,0.02211229,0.7063899,0.60008,0.97862184
97,0.8333333,0.79787624,0.042816944,0.7063899,0.60008,0.973942
98,0.8333333,0.6191981,0.4102904,0.6060807,0.20015997,0.96243304
99,0.8333333,0.88765806,0.00026053778,0.5847726,0.20015997,0.9557377
100,0.75,0.8696627,0.0014087461,0.5847726,0.60008,0.9544145
101,0.75,0.8739439,0.001612162,0.5847726,0.80004,0.95583445
102,0.75,0.8014543,0.07170089,0.7373871,0.80004,0.9734814
103,0.9166667,0.8125474,0.009059152,0.81430465,0.20015997,0.97867805
104,0.9166667,0.5590413,0.22906569,0.0,0.60008,0.9023662
105,0.0,0.3077487,0.42951223,0.5847726,0.60008,0.96639377
106,0.75,0.7159558,0.18269011,0.0,0.40012,0.91099054
107,0.0,0.40465134,0.36620265,0.0,0.60008,0.89518285
108,0.0,0.7127913,0.37557098,0.7063899,0.60008,0.9702321
109,0.8333333,0.81365776,0.006354671,0.7063899,0.40012,0.9823856
110,0.8333333,0.667149,0.19313839,0.7063899,0.40012,0.9701654
111,0.8333333,0.8455263,0.0035242524,0.7063899,0.40012,0.981757
112,0.8333333,0.8671761,0.0011625075,0.0,0.80004,0.42151034
113,0.0,0.072625756,0.5073305,0.52656794,0.60008,0.9525211
114,0.6666666,0.66080505,0.41056544,0.5847726,0.60008,0.97052085
115,0.75,0.83222014,0.002295653,0.52656794,0.80004,0.9636724
116,0.6666666,0.7684017,0.09861543,0.6286093,0.00019996,0.96324235
117,0.75,0.88560593,0.0007038257,0.52656794,0.00019996,0.9683491
118,0.6666666,0.87484914,0.0011888059,0.52656794,0.20015997,0.94696265
119,0.6666666,0.84800565,0.008248876,0.0,0.20015997,0.8891503
120,0.0,0.74593616,0.15626311,0.0,0.40012,0.87589115
121,0.0,0.75126207,0.1814584,0.0,1.0,0.8950866
122,0.0,0.5164257,0.25487277,0.0,1.0,0.9006225
123,0.0,0.0466057,0.5118719,0.0,1.0,0.9078876
124,0.0,0.6085849,0.18094811,0.4586097,0.40012,0.94514984
125,0.6666666,0.84700245,0.014238598,0.6286093,0.40012,0.95971996
126,0.75,0.7663024,0.10336985,0.44291398,0.40012,0.9337016
127,0.5833334,0.49090776,0.42258272,0.0,0.20015997,0.8853164
128,0.0,0.11181642,0.497936,0.0,0.80004,0.89
129,0.0,0.09032506,0.50001025,0.0,0.20015997,0.89471436
130,0.0,0.47993663,0.30952296,0.44291398,0.20015997,0.93945843
131,0.5833334,0.8518815,0.0020397594,0.41277978,0.40012,0.94401574
132,0.5833334,0.71978235,0.108647585,0.5847726,0.40012,0.97596985
133,0.75,0.81526715,0.017006822,0.8686936,0.80004,0.984151
134,1.0,0.87534744,0.00037385637,0.81430465,0.80004,0.983221
135,0.9166667,0.83847827,0.008826905,0.0,1.0,0.30780512
136,0.0,0.5345396,0.41131568,0.7373871,0.40012,0.95566165
137,0.9166667,0.81123334,0.008045673,0.5847726,0.80004,0.9593168
138,0.75,0.7632703,0.048621237,0.7373871,0.60008,0.9614204
139,0.9166667,0.76039344,0.02975042,0.7063899,0.80004,0.97699755
140,0.8333333,0.81870073,0.0064281216,0.8686936,0.80004,0.9936696
141,1.0,0.83306956,0.0029065516,0.8686936,0.40012,0.99842817
142,1.0,0.8560138,0.00060278876,0.81430465,0.60008,0.9996949
143,0.9166667,0.84396285,0.014683531,0.7373871,1.0,0.9887607
144,0.9166667,0.85588634,0.0006075489,0.6060807,0.40012,0.9531466
145,0.8333333,0.8647194,0.0005696545,0.81430465,0.00019996,0.9687423
146,0.9166667,0.85290253,0.0007486036,0.7063899,0.40012,0.9724692
147,0.8333333,0.8094467,0.017514184,0.7063899,0.60008,0.9712154
148,0.8333333,0.7291145,0.31352535,0.7063899,0.40012,0.98252594
149,0.8333333,0.8703182,0.0015332446,0.0,0.60008,0.9130645
150,0.0,0.07131348,0.5067984,0.0,0.40012,0.87869096
151,0.0,0.09098475,0.5034585,0.0,0.40012,0.89315
152,0.0,0.36093053,0.38440642,0.0,0.60008,0.8967213
153,0.0,0.17757054,0.4792692,0.0,0.60008,0.89030355
154,0.0,0.49288768,0.3479443,0.0,0.80004,0.8974845
155,0.0,0.46857065,0.392614,0.0,0.60008,0.8887934
156,0.0,0.4138834,0.36452824,0.0,0.20015997,0.9032202
157,0.0,0.15877713,0.47593045,0.0,0.60008,0.8884816
158,0.0,0.53058255,0.2757344,0.0,0.20015997,0.9020639
159,0.0,0.7498896,0.07982767,0.44291398,0.40012,0.9529683
160,0.5833334,0.716248,0.106672175,0.5847726,0.60008,0.9562246
161,0.75,0.70734274,0.33252767,0.7373871,0.40012,0.97865635
162,0.9166667,0.8632856,0.0012331385,0.81430465,0.60008,0.99215037
163,0.9166667,0.8377602,0.009666749,0.0,0.80004,0.9001385
164,0.0,0.70595187,0.36450133,0.0,0.40012,0.8800244
165,0.0,0.43845636,0.39951053,0.0,0.40012,0.9018469
166,0.0,0.53419113,0.316939,0.0,0.20015997,0.90502346
167,0.0,0.07455472,0.5072684,0.7063899,0.40012,0.96252424
168,0.8333333,0.8151889,0.0047659012,0.8686936,0.80004,0.9907102
169,1.0,0.746754,0.03978487,0.0,0.80004,0.9191663
170,0.0,0.18506083,0.46899784,0.0,0.40012,0.8968651
171,0.0,0.4843368,0.41985387,0.0,0.60008,0.8993755
172,0.0,0.50526106,0.367933,0.0,0.00019996,0.88877165
173,0.0,0.47304004,0.41216058,0.0,0.00019996,0.88845205
174,0.0,0.27885038,0.42349535,0.0,0.00019996,0.8877539
175,0.0,0.4991424,0.2868395,0.0,0.40012,0.8924389
176,0.0,0.69924724,0.28110787,0.0,0.00019996,0.8984479
177,0.0,0.7382512,0.2826018,0.0,0.40012,0.8998288
178,0.0,0.49100673,0.42284697,0.2343585,0.60008,0.9285016
179,0.4166667,0.77091295,0.020567259,0.0,0.60008,0.8970162
180,0.0,0.09427936,0.4979029,0.0,0.60008,0.8866952
181,0.0,0.709799,0.28563464,0.0,0.80004,0.90215385
182,0.0,0.44556597,0.39777943,0.0,0.40012,0.9090624
183,0.0,0.72117573,0.3021331,0.0,0.80004,0.8875287
184,0.0,0.409348,0.35686076,0.0,0.80004,0.90978146
185,0.0,0.086704366,0.50021833,0.0,0.80004,0.90559506
186,0.0,0.4694163,0.31469044,0.0,0.20015997,0.8961854
187,0.0,0.60428333,0.39621916,0.0,0.40012,0.89522815
188,0.0,0.44149053,0.3177884,0.0,0.40012,0.88644093
189,0.0,0.4899193,0.40530878,0.41277978,0.00019996,0.9424783
190,0.5833334,0.87938803,0.00047137053,0.44291398,0.20015997,0.9539305
191,0.5833334,0.7764403,0.021295853,0.6286093,0.60008,0.9603458
192,0.75,0.83022934,0.002506571,0.44291398,0.40012,0.93796957
193,0.5833334,0.8543001,0.0033431393,0.7063899,0.20015997,0.99335366
194,0.8333333,0.7274578,0.05690341,0.6286093,0.60008,0.96150345
195,0.75,0.8265744,0.0077281613,0.52656794,0.60008,0.94140774
196,0.6666666,0.8093671,0.014184049,0.44291398,0.40012,0.95139235
197,0.5833334,0.87408924,0.0005510036,0.0,0.40012,0.9186161
198,0.0,0.10897529,0.49326307,0.0,0.60008,0.8819573
199,0.0,0.1806442,0.4678383,0.5847726,0.60008,0.9528995
200,0.75,0.7225309,0.28608075,0.6286093,0.40012,0.9711048
201,0.75,0.87198955,0.0011588471,0.81430465,0.40012,0.99387777
202,0.9166667,0.8467014,0.0054302025,0.81430465,0.60008,0.97545344
203,0.9166667,0.8398587,0.006366582,0.8686936,0.60008,0.9756564
204,1.0,0.8904137,6.825814e-05,0.81430465,0.40012,0.97416604
205,0.9166667,0.846171,0.001478353,0.7373871,0.60008,0.96008253
206,0.9166667,0.84138143,0.0052938266,0.81430465,0.80004,0.9822125
207,0.9166667,0.88375974,0.000101768135,0.0,0.80004,0.71451557
208,0.0,0.4434785,0.39680666,0.0,0.20015997,0.8868996
209,0.0,0.73382276,0.111430556,0.0,0.80004,0.9014273
210,0.0,0.6206431,0.40551403,0.34346783,0.80004,0.95070773
211,0.5,0.8617396,0.0031216764,0.6286093,0.80004,0.95535576
212,0.75,0.81383806,0.060396798,0.7373871,0.80004,0.9677047
213,0.9166667,0.86367035,0.0003489975,0.5847726,0.00019996,0.95567405
214,0.75,0.88257,0.00020363186,0.5847726,0.00019996,0.9429266
215,0.75,0.8568224,0.0007402646,0.41277978,0.20015997,0.93239856
216,0.5833334,0.61797506,0.15814878,0.0,0.60008,0.8896037
217,0.0,0.73151374,0.24083133,0.0,0.00019996,0.8954618
218,0.0,0.50224775,0.326899,0.0,0.00019996,0.9116745
219,0.0,0.5745161,0.38069126,0.0,0.60008,0.8899655
220,0.0,0.2280003,0.4547416,0.44291398,0.00019996,0.9405228
221,0.5833334,0.6235584,0.31395087,0.52656794,0.20015997,0.96041024
222,0.6666666,0.72809684,0.15933737,0.44291398,0.40012,0.947855
223,0.5833334,0.85703874,0.0018756286,0.7063899,0.40012,0.9793649
224,0.8333333,0.8278991,0.0104758525,0.8686936,0.60008,0.9851166
225,1.0,0.8838841,0.00024716297,0.8686936,0.60008,0.9720532
226,1.0,0.8576174,0.0005888637,0.7373871,0.40012,0.96432346
227,0.9166667,0.89555323,7.6061864e-05,0.8686936,0.40012,0.97906333
228,1.0,0.8249915,0.003352124,0.81430465,0.40012,0.9843745
229,0.9166667,0.86454046,0.0014467154,0.0,0.40012,0.914379
230,0.0,0.31562132,0.45450544,0.6286093,0.40012,0.9434876
231,0.75,0.84495133,0.010637146,0.6286093,0.80004,0.9645685
232,0.75,0.8654602,0.0030182297,0.8686936,0.80004,0.9791815
233,1.0,0.85838413,0.00056740886,0.8686936,0.40012,0.9840082
234,1.0,0.76028407,0.025652846,0.7063899,1.0,0.9655045
235,0.8333333,0.8566301,0.004562791,0.7373871,1.0,0.9861023
236,0.9166667,0.8573609,0.00058648747,0.6060807,0.40012,0.9639002
237,0.8333333,0.85737413,0.003964764,0.8686936,0.60008,0.97876465
238,1.0,0.7995191,0.048874885,0.8686936,0.60008,0.98447865
239,1.0,0.7411576,0.16538294,0.8686936,0.60008,0.98912585
240,1.0,0.81130534,0.00555049,0.8686936,1.0,0.99000937
241,1.0,0.8327225,0.003314668,0.81430465,0.80004,0.99534273
242,0.9166667,0.887634,0.00047166145,0.8686936,0.80004,0.9880663
243,1.0,0.8623334,0.0014902462,0.8686936,1.0,0.9735332
244,1.0,0.8162447,0.014379843,0.8686936,1.0,0.9868701
245,1.0,0.8321155,0.0024755616,0.7063899,0.00019996,0.9855501
246,0.8333333,0.83557886,0.0021526269,0.7063899,0.00019996,0.98730636
247,0.8333333,0.84536296,0.0011488181,0.7373871,0.20015997,0.9735855
248,0.9166667,0.8473786,0.0029892023,0.8686936,0.40012,0.99397516
249,1.0,0.79932785,0.013727287,0.81430465,0.80004,0.99019563
250,0.9166667,0.8256097,0.018656135,0.0,1.0,0.89243746
251,0.0,0.6461395,0.3441145,0.52656794,0.80004,0.93225473
252,0.6666666,0.85395634,0.005932862,0.52656794,0.80004,0.95813966
253,0.6666666,0.87455493,0.0008918452,0.7373871,1.0,0.97318614
254,0.9166667,0.85256904,0.00078595383,0.5847726,0.40012,0.95306015
255,0.75,0.85425377,0.0023978266,0.5847726,0.40012,0.9480939
256,0.75,0.8556794,0.0028649163,0.6060807,0.40012,0.95810807
257,0.8333333,0.86228454,0.0035666784,0.5847726,0.40012,0.95469594
258,0.75,0.8641892,0.0037987086,0.7373871,0.40012,0.9645023
259,0.9166667,0.7936024,0.010641317,0.0,0.40012,0.90032136
260,0.0,0.4633575,0.40230325,0.0,0.20015997,0.8937435
261,0.0,0.4202122,0.40002972,0.0,0.20015997,0.8974073
262,0.0,0.2118997,0.45791703,0.0,0.40012,0.89429057
263,0.0,0.31959656,0.40217695,0.44291398,0.40012,0.93396
264,0.5833334,0.71077377,0.17443751,0.34346783,0.40012,0.94644785
265,0.5,0.8348562,0.0066605015,0.52656794,0.40012,0.9613062
266,0.6666666,0.8521943,0.0033075388,0.6286093,0.40012,0.95050067
267,0.75,0.8716367,0.0013655783,0.7373871,0.80004,0.96771884
268,0.9166667,0.8603427,0.00057581137,0.5847726,0.60008,0.9540459
269,0.75,0.8766005,0.001229174,0.7063899,0.60008,0.9674721
270,0.8333333,0.7317639,0.27538374,0.5847726,0.40012,0.96177137
271,0.75,0.69776404,0.085306585,0.0,0.60008,0.8861513
272,0.0,0.43703344,0.3341613,0.6060807,0.60008,0.95460606
273,0.8333333,0.851945,0.0026816803,0.4586097,0.00019996,0.9550608
274,0.6666666,0.872672,0.00058003643,0.52656794,0.20015997,0.97055113
275,0.6666666,0.84619105,0.0061861975,0.7063899,0.40012,0.9709927
276,0.8333333,0.8771436,0.00043598027,0.7373871,0.20015997,0.9702848
277,0.9166667,0.87578714,0.00032531904,0.81430465,0.80004,0.97036695
278,0.9166667,0.8603716,0.0017711828,0.0,0.80004,0.7545341
279,0.9166667,0.858962,0.0014163515,0.7373871,0.40012,0.963067
280,0.9166667,0.8623834,0.0012274666,0.8686936,0.00019996,0.98187214
281,1.0,0.82310474,0.003918892,0.7373871,0.40012,0.97092587
282,0.9166667,0.85152745,0.0008212722,0.81430465,0.40012,0.9758465
283,0.9166667,0.62319326,0.302788,0.7373871,0.60008,0.97675186
284,0.9166667,0.7859569,0.013807182,0.8686936,0.80004,0.9936552
285,1.0,0.8091228,0.00874848,0.81430465,0.60008,0.9892085
286,0.9166667,0.8906208,0.00018648522,0.7373871,0.60008,0.98463064
287,0.9166667,0.8603232,0.00044588133,0.7063899,0.60008,0.95564586
288,0.8333333,0.8507588,0.0012406216,0.7063899,0.80004,0.96035403
289,0.8333333,0.76258755,0.048685104,0.81430465,0.80004,0.98631907
290,0.9166667,0.7515501,0.047301367,0.0,0.40012,0.9032711
291,0.0,0.6719547,0.25146517,0.7373871,0.20015997,0.9725446
292,0.9166667,0.84354115,0.0037073807,0.7063899,0.60008,0.98034227
293,0.8333333,0.87422496,0.0011471303,0.8686936,1.0,0.9825007
294,1.0,0.8187915,0.014144929,0.8686936,1.0,0.9901327
295,1.0,0.87503946,0.0003721788,0.81430465,0.60008,0.9863248
296,0.9166667,0.83578384,0.02164229,0.81430465,0.80004,0.96870935
297,0.9166667,0.8220778,0.032310348,0.81430465,1.0,0.96994096
298,0.9166667,0.81681544,0.045933537,0.81430465,1.0,0.97240937
299,0.9166667,0.82574624,0.02891435,0.8686936,1.0,0.9753647
300,1.0,0.83082014,0.0078016776,0.81430465,1.0,0.97232884
301,0.9166667,0.82084465,0.030178616,0.0,1.0,0.9033319
302,0.0,0.70109314,0.12738256,0.7373871,0.40012,0.9552412
303,0.9166667,0.87750936,0.00083636877,0.81430465,0.60008,0.9866584
304,0.9166667,0.84829503,0.009361704,0.0,0.60008,0.33518165
305,1.0,0.8189733,0.004161084,0.7063899,0.60008,0.9609111
306,0.8333333,0.84736896,0.0026496311,0.7063899,0.40012,0.9860013
307,0.8333333,0.8266538,0.0045886124,0.8686936,0.40012,0.9843512
308,1.0,0.8005899,0.008355387,0.81430465,0.60008,0.97738975
309,0.9166667,0.8667358,0.0013484965,0.7063899,0.80004,0.9848641
310,0.8333333,0.83324426,0.014805521,0.0,0.80004,0.8900323
311,0.0,0.6304676,0.40751067,0.0,0.60008,0.8828921
312,0.0,0.5172563,0.36808357,0.0,1.0,0.9009156
313,0.0,0.5516576,0.26435673,0.7063899,0.20015997,0.9674664
314,0.8333333,0.82449263,0.006544037,0.8686936,0.20015997,0.9961394
315,1.0,0.8549091,0.0018771203,0.8686936,0.60008,0.99568784
316,1.0,0.8493361,0.00092469895,0.7373871,0.20015997,0.9920355
317,0.9166667,0.8936119,7.846285e-05,0.8686936,0.40012,0.9753905
318,1.0,0.8581574,0.00052321743,0.7373871,0.60008,0.9746957
319,0.9166667,0.86920106,0.00045588866,0.6060807,0.60008,0.95249724
320,0.8333333,0.65874255,0.10747301,0.7373871,0.80004,0.9681791
321,0.9166667,0.83871406,0.002457325,0.5847726,0.80004,0.963745
322,0.75,0.78248703,0.023491718,0.7063899,0.80004,0.9980225
323,0.8333333,0.7700267,0.081286855,0.8686936,0.80004,0.9909439
324,1.0,0.82914996,0.0027762745,0.7063899,0.80004,0.9791245
325,0.8333333,0.73143375,0.050988894,0.8686936,0.80004,0.99748766
326,1.0,0.79028744,0.027206264,0.81430465,0.60008,0.9902426
327,0.9166667,0.8683711,0.00045990167,0.7373871,0.80004,0.9741994
328,0.9166667,0.87244624,0.00023472012,0.81430465,0.80004,0.97945416
329,0.9166667,0.84357804,0.0015603872,0.0,0.80004,0.9255787
330,0.0,0.47264606,0.38159004,0.0,1.0,0.89493304
331,0.0,0.2240649,0.47369346,0.6060807,0.60008,0.96688426
332,0.8333333,0.8158625,0.033024766,0.5847726,0.60008,0.97103894
333,0.75,0.8607016,0.0061155055,0.5847726,0.60008,0.9789198
334,0.75,0.860776,0.00412545,0.6286093,0.60008,0.95937634
335,0.75,0.88990676,0.00042217344,0.81430465,0.60008,0.98191154
336,0.9166667,0.82270426,0.02370772,0.6286093,0.60008,0.9663416
337,0.75,0.70871836,0.2253937,0.7063899,0.00019996,0.9643213
338,0.8333333,0.6551108,0.17536047,0.81430465,0.60008,0.9716154
339,0.9166667,0.8455741,0.010548025,0.7063899,0.80004,0.9872236
340,0.8333333,0.88648206,0.00035651037,0.0,1.0,0.8911838
341,0.0,0.70109314,0.12738256,0.52656794,0.60008,0.9293063
342,0.6666666,0.6918849,0.38726822,0.6286093,0.60008,0.96558887
343,0.75,0.8004347,0.044627346,0.8686936,0.80004,0.9813129
344,1.0,0.84328574,0.002286861,0.81430465,0.60008,0.99541646
345,0.9166667,0.8868359,0.0005250324,0.0,0.60008,0.9169531
346,0.0,0.79681134,0.026298268,0.7063899,0.60008,0.94894177
347,0.8333333,0.38167346,0.3662843,0.7373871,0.40012,0.9790671
348,0.9166667,0.8740825,0.00046739102,0.8686936,0.60008,0.9965765
349,1.0,0.8411478,0.0025731002,0.81430465,0.00019996,0.9849979
350,0.9166667,0.8757524,0.00054223224,0.0,0.20015997,0.91019356
351,0.0,0.40423426,0.43524766,0.52656794,0.20015997,0.9391296
352,0.6666666,0.7398803,0.03882645,0.52656794,0.40012,0.9491585
353,0.6666666,0.6227063,0.3709409,0.6286093,1.0,0.9541215
354,0.75,0.7907717,0.027815755,0.7373871,1.0,0.9832976
355,0.9166667,0.82454157,0.0032304775,0.6060807,0.60008,0.9736455
356,0.8333333,0.83962494,0.003527262,0.8686936,0.80004,0.98027945
357,1.0,0.87848026,0.0001995792,0.8686936,0.80004,0.98872215
358,1.0,0.85062057,0.0012536864,0.81430465,0.60008,0.98642576
359,0.9166667,0.84768784,0.0020139741,0.0,0.80004,0.5739417
360,0.0,0.62935907,0.13718279,0.0,0.40012,0.88365275
361,0.0,0.6070525,0.3381055,0.0,0.40012,0.895142
362,0.0,0.5929996,0.40816796,0.41277978,0.20015997,0.9364624
363,0.5833334,0.35938722,0.38589785,0.0,0.80004,0.8990255
364,0.0,0.30931896,0.45189014,0.5847726,1.0,0.9612063
365,0.75,0.7727623,0.060325205,0.4586097,0.80004,0.95115924
366,0.6666666,0.78974944,0.011626214,0.47477427,0.80004,0.96327955
367,0.75,0.8562169,0.002063449,0.5847726,0.80004,0.96020645
368,0.75,0.79349715,0.011658775,0.6060807,0.80004,0.9521797
369,0.8333333,0.82703906,0.0041720467,0.81430465,0.80004,0.9843901
370,0.9166667,0.8210023,0.008378234,0.0,0.80004,0.9028267
371,0.0,0.21252386,0.46719164,0.0,0.40012,0.8872104
372,0.0,0.40863818,0.43325055,0.81430465,0.60008,0.9812285
373,0.9166667,0.86076117,0.0021680004,0.0,0.80004,0.21520656
374,0.0,0.5529496,0.41532668,0.11916967,0.00019996,0.9021503
375,0.3333333,0.83544,0.002383596,0.41277978,0.20015997,0.93376434
376,0.5833334,0.8276943,0.005232782,0.52656794,0.20015997,0.9482067
377,0.6666666,0.80112964,0.030899588,0.6286093,0.20015997,0.95980954
378,0.75,0.87004733,0.0008221218,0.5847726,0.80004,0.9733707
379,0.75,0.870032,0.0008788499,0.5847726,0.80004,0.95276785
380,0.75,0.8263652,0.013459549,0.0,0.80004,0.8959365
381,0.0,0.35090643,0.38208005,0.47477427,0.60008,0.9390075
382,0.75,0.87848127,0.0007279672,0.7063899,0.60008,0.9767809
383,0.8333333,0.77182704,0.026286153,0.7373871,0.80004,0.96784866
384,0.9166667,0.87068033,0.0014500585,0.81430465,0.60008,0.98059714
385,0.9166667,0.81542116,0.01472877,0.0,1.0,0.90291786
386,0.0,0.6800103,0.2240264,0.8686936,1.0,0.97948927
387,1.0,0.8321155,0.0024755616,0.7063899,0.20015997,0.97890145
388,0.8333333,0.8318844,0.0025684282,0.7373871,0.40012,0.9904061
389,0.9166667,0.85273796,0.001348195,0.7063899,0.40012,0.9771994
390,0.8333333,0.8324216,0.0026609013,0.7063899,0.60008,0.97400826
